"Referentiecode","ReferentieOmslagcode","Sortering","Referentienummer","Omschrijving (verkort)","Omschrijving","D/C","Nivo","ZZP-Belastingdienst pilot ZOL-AWA","Afrek syst","WoCo","BB","ZZP","Agro","WKR","EZ/VOF","BV","WoCo","Bank","OZW","Nivo5","Uitbr5"
"BMvaTerVvpDes","","B.A.A040","0201010.05","Desinvesteringen","Desinvesteringen terreinen","C","5","","","1","","1","","","1","","","","","1",""
"BMvaTerVvpDda","","B.A.A050","0201010.06","Afstotingen","Afstotingen terreinen","C","5","","","1","","1","","","","","","","","1",""
"BMvaTerVvpOmv","","B.A.A080","0201010.07","Omrekeningsverschillen","Omrekeningsverschillen terreinen","D","5","","","1","","1","","","","","","","","1",""
"BMvaTerVvpOve","","B.A.A085","0201010.08","Overboekingen","Overboekingen terreinen","D","5","","","1","","1","","","","","","","","1",""
"BMvaTerVvpOvm","","B.A.A090","0201010.09","Overige mutaties","Overige mutaties terreinen","D","5","","","1","","1","","","","","","","","1",""
"BMvaTerCae","","B.A.B","0201020","Cumulatieve afschrijvingen en waardeverminderingen","Cumulatieve afschrijvingen en waardeverminderingen terreinen","C","4","","","1","","1","","","","","","","","",""
"BMvaTerCaeBeg","","B.A.B010","0201020.01","Beginbalans (overname eindsaldo vorig jaar)","Beginbalans (overname eindsaldo vorig jaar) terreinen","C","5","","","1","1","1","","","1","","","","","1",""
"BMvaTerCaeAfs","","B.A.B020","0201020.02","Afschrijvingen","Afschrijvingen terreinen","C","5","","","1","","1","","","","","","","","1",""
"BMvaTerCaeDca","","B.A.B030","0201020.03","Afschrijving op desinvesteringen","Afschrijving op desinvesteringen terreinen","D","5","","","1","","1","","","","","","","","1",""
"BMvaTerCaeWvr","","B.A.B040","0201020.04","Bijzondere waardeverminderingen","Bijzondere waardeverminderingen terreinen","C","5","","","1","","1","","","","","","","","1",""
"BMvaTerCaeTvw","","B.A.B050","0201020.05","Terugneming van bijzondere waardeverminderingen","Terugneming van bijzondere waardeverminderingen terreinen","D","5","","","1","","1","","","","","","","","1",""
"BMvaTerCuh","","B.A.C","0201030","Cumulatieve herwaarderingen","Cumulatieve herwaarderingen terreinen","D","4","","","1","","1","","","","","","","","",""
"BMvaTerCuhBeg","","B.A.C010","0201030.01","Beginbalans (overname eindsaldo vorig jaar)","Beginbalans (overname eindsaldo vorig jaar) terreinen","D","5","","","1","1","1","","","","","","","","1",""
"BMvaTerCuhHer","","B.A.C020","0201030.02","Herwaarderingen","Herwaarderingen terreinen","D","5","","","1","","1","","","","","","","","1",""
"BMvaTerCuhAfh","","B.A.C030","0201030.03","Afschrijving herwaarderingen","Afschrijving herwaarderingen terreinen","C","5","","","1","","1","","","","","","","","1",""
"BMvaTerCuhDeh","","B.A.C040","0201030.04","Desinvestering herwaarderingen","Desinvestering herwaarderingen terreinen","C","5","","","1","","1","","","","","","","","1",""
"BMvaBeg","","B.B","0202000","Bedrijfsgebouwen","Bedrijfsgebouwen","D","3","1","","1",""," ","","","","","","","","",""
"BMvaBegVvp","","B.B.A","0202010","Verkrijgings- of vervaardigingsprijs","Verkrijgings- of vervaardigingsprijs bedrijfsgebouwen","D","4","1","","1",""," ","","","","","","","","",""
"BMvaBegVvpBeg","","B.B.A010","0202010.01","Beginbalans (overname eindsaldo vorig jaar)","Beginbalans (overname eindsaldo vorig jaar) bedrijfsgebouwen","D","5","","","1","1","1","","","","","","","","1",""
"BMvaBegVvpLie","","B.B.A020","0202010.04","Investeringen","Investeringen bedrijfsgebouwen","D","5","","","1","","1","","","","","","","","1",""
"BMvaBegVvpAdo","","B.B.A030","0202010.05","Verwervingen via fusies en overnames","Verwervingen via fusies en overnames bedrijfsgebouwen","D","5","","","1","","1","","","","","","","","1",""
"BMvaBegVvpDes","","B.B.A040","0202010.06","Desinvesteringen","Desinvesteringen bedrijfsgebouwen","C","5","","","1","","1","","","","","","","","1",""
"BMvaBegVvpDda","","B.B.A050","0202010.07","Afstotingen","Afstotingen bedrijfsgebouwen","C","5","","","1","","1","","","","","","","","1",""
"BMvaBegVvpOmv","","B.B.A080","0202010.08","Omrekeningsverschillen","Omrekeningsverschillen bedrijfsgebouwen","D","5","","","1","","1","","","","","","","","1",""
"BMvaBegVvpOve","","B.B.A085","0202010.09","Overboekingen","Overboekingen bedrijfsgebouwen","D","5","","","1","","1","","","","","","","","1",""
"BMvaBegVvpOvm","","B.B.A090","0202010.10","Overige mutaties","Overige mutaties bedrijfsgebouwen","D","5","","","1","","1","","","","","","","","1",""
"BMvaBegCae","","B.B.B","0202020","Cumulatieve afschrijvingen en waardeverminderingen","Cumulatieve afschrijvingen en waardeverminderingen bedrijfsgebouwen","C","4","1","","1",""," ","","","","","","","","",""
"BMvaBegCaeBeg","","B.B.B010","0202020.01","Beginbalans (overname eindsaldo vorig jaar)","Beginbalans (overname eindsaldo vorig jaar) bedrijfsgebouwen","C","5","","","1","1","1","","","","","","","","1",""
"BMvaBegCaeAfs","","B.B.B020","0202020.02","Afschrijvingen","Afschrijvingen bedrijfsgebouwen","C","5","","","1","","1","","","","","","","","1",""
"BMvaBegCaeDca","","B.B.B030","0202020.03","Afschrijving op desinvesteringen","Afschrijving op desinvesteringen bedrijfsgebouwen","D","5","","","1","","1","","","","","","","","1",""
"BMvaBegCaeWvr","","B.B.B040","0202020.04","Bijzondere waardeverminderingen","Bijzondere waardeverminderingen bedrijfsgebouwen","C","5","","","1","","1","","","","","","","","1",""
"BMvaBegCaeTvw","","B.B.B050","0202020.05","Terugneming van bijzondere waardeverminderingen","Terugneming van bijzondere waardeverminderingen bedrijfsgebouwen","D","5","","","1","","1","","","","","","","","1",""
"BMvaBegCuh","","B.B.C","0202030","Cumulatieve herwaarderingen","Cumulatieve herwaarderingen bedrijfsgebouwen","D","4","","","1","","","","","","","","","","",""
"BMvaBegCuhBeg","","B.B.C010","0202030.01","Beginbalans (overname eindsaldo vorig jaar)","Beginbalans (overname eindsaldo vorig jaar) bedrijfsgebouwen","D","5","","","1","1","1","","","","","","","","1",""
"BMvaBegCuhHer","","B.B.C020","0202030.02","Herwaarderingen","Herwaarderingen bedrijfsgebouwen","D","5","","","1","","1","","","","","","","","1",""
"BMvaBegCuhAfh","","B.B.C030","0202030.03","Afschrijving herwaarderingen","Afschrijving herwaarderingen bedrijfsgebouwen","C","5","","","1","","1","","","","","","","","1",""
"BMvaBegCuhDeh","","B.B.C040","0202030.04","Desinvestering herwaarderingen","Desinvestering herwaarderingen bedrijfsgebouwen","C","5","","","1","","1","","","","","","","","1",""
"BMvaVer","","B.C","0203000","Verbouwingen","Verbouwingen","D","3","","","1","","1","","","","","","","","",""
"BMvaVerVvp","","B.C.A","0203010","Verkrijgings- of vervaardigingsprijs","Verkrijgings- of vervaardigingsprijs verbouwingen","D","4","","","1","","1","","","","","","","","",""
"BMvaVerVvpBeg","","B.C.A010","0203010.01","Beginbalans (overname eindsaldo vorig jaar)","Beginbalans (overname eindsaldo vorig jaar) verbouwingen","D","5","","","1","1","1","","","","","","","","1",""
"BMvaVerVvpIna","","B.C.A020","0203010.02","Investeringen","Investeringen verbouwingen","D","5","","","1","","1","","","","","","","","1",""
"BMvaVerVvpAdo","","B.C.A030","0203010.05","Verwervingen via fusies en overnames","Verwervingen via fusies en overnames verbouwingen","D","5","","","1","","1","","","","","","","","1",""
"BMvaVerVvpDes","","B.C.A040","0203010.06","Desinvesteringen","Desinvesteringen verbouwingen","C","5","","","1","","1","","","","","","","","1",""
"BMvaVerVvpDda","","B.C.A050","0203010.07","Afstotingen","Afstotingen verbouwingen","C","5","","","1","","1","","","","","","","","1",""
"BMvaVerVvpOmv","","B.C.A080","0203010.08","Omrekeningsverschillen","Omrekeningsverschillen verbouwingen","D","5","","","1","","1","","","","","","","","1",""
"BMvaVerVvpOve","","B.C.A085","0203010.09","Overboekingen","Overboekingen verbouwingen","D","5","","","1","","1","","","","","","","","1",""
"BMvaVerVvpOvm","","B.C.A090","0203010.10","Overige mutaties","Overige mutaties verbouwingen","D","5","","","1","","1","","","","","","","","1",""
"BMvaVerCae","","B.C.B","0203020","Cumulatieve afschrijvingen en waardeverminderingen","Cumulatieve afschrijvingen en waardeverminderingen verbouwingen","C","4","","","1","","1","","","","","","","","",""
"BMvaVerCaeBeg","","B.C.B010","0203020.01","Beginbalans (overname eindsaldo vorig jaar)","Beginbalans (overname eindsaldo vorig jaar) verbouwingen","C","5","","","1","1","1","","","","","","","","1",""
"BMvaVerCaeAfs","","B.C.B020","0203020.02","Afschrijvingen","Afschrijvingen verbouwingen","C","5","","","1","","1","","","","","","","","1",""
"BMvaVerCaeDca","","B.C.B030","0203020.03","Afschrijving op desinvesteringen","Afschrijving op desinvesteringen verbouwingen","D","5","","","1","","1","","","","","","","","1",""
"BMvaVerCaeWvr","","B.C.B040","0203020.04","Bijzondere waardeverminderingen","Bijzondere waardeverminderingen verbouwingen","C","5","","","1","","1","","","","","","","","1",""
"BMvaVerCaeTvw","","B.C.B050","0203020.05","Terugneming van bijzondere waardeverminderingen","Terugneming van bijzondere waardeverminderingen verbouwingen","D","5","","","1","","1","","","","","","","","1",""
"BMvaVerCuh","","B.C.C","0203030","Cumulatieve herwaarderingen","Cumulatieve herwaarderingen verbouwingen","D","4","","","1","","1","","","","","","","","",""
"BMvaVerCuhBeg","","B.C.C010","0203030.01","Beginbalans (overname eindsaldo vorig jaar)","Beginbalans (overname eindsaldo vorig jaar) verbouwingen","D","5","","","1","1","1","","","","","","","","1",""
"BMvaVerCuhHer","","B.C.C020","0203030.02","Herwaarderingen","Herwaarderingen verbouwingen","D","5","","","1","","1","","","","","","","","1",""
"BMvaVerCuhAfh","","B.C.C030","0203030.03","Afschrijving herwaarderingen","Afschrijving herwaarderingen verbouwingen","C","5","","","1","","1","","","","","","","","1",""
"BMvaVerCuhDeh","","B.C.C040","0203030.04","Desinvestering herwaarderingen","Desinvestering herwaarderingen verbouwingen","C","5","","","1","","1","","","","","","","","1",""
"BMvaMei","","B.D","0210000","Machines en installaties","Machines en installaties","D","3","1","","1",""," ","","","","","","","","",""
"BMvaMeiVvp","","B.D.A","0210010","Verkrijgings- of vervaardigingsprijs","Verkrijgings- of vervaardigingsprijs machines en installaties","D","4","1","","1",""," ","","","","","","","","",""
"BMvaMeiVvpBeg","","B.D.A010","0210010.01","Beginbalans (overname eindsaldo vorig jaar)","Beginbalans (overname eindsaldo vorig jaar) machines en installaties","D","5","","","1","1","1","","","","","","","","1",""
"BMvaMeiVvpIna","","B.D.A020","0210010.02","Investeringen","Investeringen machines en installaties","D","5","","","1","","1","","","","","","","","1",""
"BMvaMeiVvpAdo","","B.D.A030","0210010.05","Verwervingen via fusies en overnames","Verwervingen via fusies en overnames machines en installaties","D","5","","","1","","1","","","","","","","","1",""
"BMvaMeiVvpDes","","B.D.A040","0210010.06","Desinvesteringen","Desinvesteringen machines en installaties","C","5","","","1","","1","","","","","","","","1",""
"BMvaMeiVvpDda","","B.D.A050","0210010.07","Afstotingen","Afstotingen machines en installaties","C","5","","","1","","1","","","","","","","","1",""
"BMvaMeiVvpOmv","","B.D.A080","0210010.08","Omrekeningsverschillen","Omrekeningsverschillen machines en installaties","D","5","","","1","","1","","","","","","","","1",""
"BMvaMeiVvpOve","","B.D.A085","0210010.09","Overboekingen","Overboekingen machines en installaties","D","5","","","1","","1","","","","","","","","1",""
"BMvaMeiVvpOvm","","B.D.A090","0210010.10","Overige mutaties","Overige mutaties machines en installaties","D","5","","","1","","1","","","","","","","","1",""
"BMvaMeiCae","","B.D.B","0210020","Cumulatieve afschrijvingen en waardeverminderingen","Cumulatieve afschrijvingen en waardeverminderingen machines en installaties","C","4","1","","1",""," ","","","","","","","","",""
"BMvaMeiCaeBeg","","B.D.B010","0210020.01","Beginbalans (overname eindsaldo vorig jaar)","Beginbalans (overname eindsaldo vorig jaar) machines en installaties","C","5","","","1","1","1","","","","","","","","1",""
"BMvaMeiCaeAfs","","B.D.B020","0210020.02","Afschrijvingen","Afschrijvingen machines en installaties","C","5","","","1","","1","","","","","","","","1",""
"BMvaMeiCaeDca","","B.D.B030","0210020.03","Afschrijving op desinvesteringen","Afschrijving op desinvesteringen machines en installaties","D","5","","","1","","1","","","","","","","","1",""
"BMvaMeiCaeWvr","","B.D.B040","0210020.04","Bijzondere waardeverminderingen","Bijzondere waardeverminderingen machines en installaties","C","5","","","1","","1","","","","","","","","1",""
"BMvaMeiCaeTvw","","B.D.B050","0210020.05","Terugneming van bijzondere waardeverminderingen","Terugneming van bijzondere waardeverminderingen machines en installaties","D","5","","","1","","1","","","","","","","","1",""
"BMvaMeiCuh","","B.D.C","0210030","Cumulatieve herwaarderingen","Cumulatieve herwaarderingen machines en installaties","D","4","","","1","","","","","","","","","","",""
"BMvaMeiCuhBeg","","B.D.C010","0210030.01","Beginbalans (overname eindsaldo vorig jaar)","Beginbalans (overname eindsaldo vorig jaar) machines en installaties","D","5","","","1","1","1","","","","","","","","1",""
"BMvaMeiCuhHer","","B.D.C020","0210030.02","Herwaarderingen","Herwaarderingen machines en installaties","D","5","","","1","","1","","","","","","","","1",""
"BMvaMeiCuhAfh","","B.D.C030","0210030.03","Afschrijving herwaarderingen","Afschrijving herwaarderingen machines en installaties","C","5","","","1","","1","","","","","","","","1",""
"BMvaMeiCuhDeh","","B.D.C040","0210030.04","Desinvestering herwaarderingen","Desinvestering herwaarderingen machines en installaties","C","5","","","1","","1","","","","","","","","1",""
"BMvaObe","","B.E","0214000","Andere vaste bedrijfsmiddelen","Andere vaste bedrijfsmiddelen","D","3","1","","1",""," ","","","","","","","","",""
"BMvaObeVvp","","B.E.A","0214010","Verkrijgings- of vervaardigingsprijs","Verkrijgings- of vervaardigingsprijs andere vaste bedrijfsmiddelen","D","4","1","","1",""," ","","","","","","","","",""
"BMvaObeVvpBeg","","B.E.A010","0214010.01","Beginbalans (overname eindsaldo vorig jaar)","Beginbalans (overname eindsaldo vorig jaar) andere vaste bedrijfsmiddelen","D","5","","","1","1","1","","","","","","","","1",""
"BMvaObeVvpIna","","B.E.A020","0214010.02","Investeringen","Investeringen andere vaste bedrijfsmiddelen","D","5","","","1","","1","","","","","","","","1",""
"BMvaObeVvpAdo","","B.E.A030","0214010.05","Verwervingen via fusies en overnames","Verwervingen via fusies en overnames andere vaste bedrijfsmiddelen","D","5","","","1","","1","","","","","","","","1",""
"BMvaObeVvpDes","","B.E.A040","0214010.06","Desinvesteringen","Desinvesteringen andere vaste bedrijfsmiddelen","C","5","","","1","","1","","","","","","","","1",""
"BMvaObeVvpDda","","B.E.A050","0214010.07","Afstotingen","Afstotingen andere vaste bedrijfsmiddelen","C","5","","","1","","1","","","","","","","","1",""
"BMvaObeVvpOmv","","B.E.A080","0214010.08","Omrekeningsverschillen","Omrekeningsverschillen andere vaste bedrijfsmiddelen","D","5","","","1","","1","","","","","","","","1",""
"BMvaObeVvpOve","","B.E.A085","0214010.09","Overboekingen","Overboekingen andere vaste bedrijfsmiddelen","D","5","","","1","","1","","","","","","","","1",""
"BMvaObeVvpOvm","","B.E.A090","0214010.10","Overige mutaties","Overige mutaties andere vaste bedrijfsmiddelen","D","5","","","1","","1","","","","","","","","1",""
"BMvaObeCae","","B.E.B","0214020","Cumulatieve afschrijvingen en waardeverminderingen","Cumulatieve afschrijvingen en waardeverminderingen andere vaste bedrijfsmiddelen","C","4","1","","1",""," ","","","","","","","","",""
"BMvaObeCaeBeg","","B.E.B010","0214020.01","Beginbalans (overname eindsaldo vorig jaar)","Beginbalans (overname eindsaldo vorig jaar) andere vaste bedrijfsmiddelen","C","5","","","1","1","1","","","","","","","","1",""
"BMvaObeCaeAfs","","B.E.B020","0214020.02","Afschrijvingen","Afschrijvingen andere vaste bedrijfsmiddelen","C","5","","","1","","1","","","","","","","","1",""
"BMvaObeCaeDca","","B.E.B030","0214020.03","Afschrijving op desinvesteringen","Afschrijving op desinvesteringen andere vaste bedrijfsmiddelen","D","5","","","1","","1","","","","","","","","1",""
"BMvaObeCaeWvr","","B.E.B040","0214020.04","Bijzondere waardeverminderingen","Bijzondere waardeverminderingen andere vaste bedrijfsmiddelen","C","5","","","1","","1","","","","","","","","1",""
"BMvaObeCaeTvw","","B.E.B050","0214020.05","Terugneming van bijzondere waardeverminderingen","Terugneming van bijzondere waardeverminderingen andere vaste bedrijfsmiddelen","D","5","","","1","","1","","","","","","","","1",""
"BMvaObeCuh","","B.E.C","0214030","Cumulatieve herwaarderingen","Cumulatieve herwaarderingen andere vaste bedrijfsmiddelen","D","4","","","1","","","","","","","","","","",""
"BMvaObeCuhBeg","","B.E.C010","0214030.01","Beginbalans (overname eindsaldo vorig jaar)","Beginbalans (overname eindsaldo vorig jaar) andere vaste bedrijfsmiddelen","D","5","","","1","1","1","","","","","","","","1",""
